model,sample_id,source_filename,source_path,lowres_cache,run_label,training_seed
ddpm_v5,0028,ddpm_v5_0028.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0028.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0028.npz,v2,2027
ddpm_v5,0029,ddpm_v5_0029.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0029.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0029.npz,v2,2027
ddpm_v5,0030,ddpm_v5_0030.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0030.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0030.npz,v2,2027
ddpm_v5,0031,ddpm_v5_0031.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0031.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0031.npz,v2,2027
ddpm_v5,0032,ddpm_v5_0032.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0032.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0032.npz,v2,2027
ddpm_v5,0033,ddpm_v5_0033.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0033.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0033.npz,v2,2027
ddpm_v5,0034,ddpm_v5_0034.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0034.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0034.npz,v2,2027
ddpm_v5,0035,ddpm_v5_0035.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0035.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0035.npz,v2,2027
ddpm_v5,0036,ddpm_v5_0036.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0036.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0036.npz,v2,2027
ddpm_v5,0037,ddpm_v5_0037.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0037.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0037.npz,v2,2027
ddpm_v5,0038,ddpm_v5_0038.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0038.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0038.npz,v2,2027
ddpm_v5,0039,ddpm_v5_0039.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0039.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0039.npz,v2,2027
ddpm_v5,0040,ddpm_v5_0040.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0040.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0040.npz,v2,2027
ddpm_v5,0041,ddpm_v5_0041.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0041.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0041.npz,v2,2027
ddpm_v5,0042,ddpm_v5_0042.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0042.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0042.npz,v2,2027
ddpm_v5,0043,ddpm_v5_0043.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0043.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0043.npz,v2,2027
ddpm_v5,0044,ddpm_v5_0044.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0044.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0044.npz,v2,2027
ddpm_v5,0045,ddpm_v5_0045.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0045.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0045.npz,v2,2027
ddpm_v5,0046,ddpm_v5_0046.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0046.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0046.npz,v2,2027
ddpm_v5,0047,ddpm_v5_0047.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0047.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0047.npz,v2,2027
ddpm_v5,0048,ddpm_v5_0048.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0048.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0048.npz,v2,2027
ddpm_v5,0049,ddpm_v5_0049.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0049.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0049.npz,v2,2027
ddpm_v5,0050,ddpm_v5_0050.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0050.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0050.npz,v2,2027
ddpm_v5,0051,ddpm_v5_0051.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0051.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0051.npz,v2,2027
ddpm_v5,0052,ddpm_v5_0052.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0052.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0052.npz,v2,2027
ddpm_v5,0053,ddpm_v5_0053.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0053.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0053.npz,v2,2027
ddpm_v5,0054,ddpm_v5_0054.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0054.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0054.npz,v2,2027
ddpm_v5,0055,ddpm_v5_0055.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0055.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0055.npz,v2,2027
ddpm_v5,0056,ddpm_v5_0056.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0056.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0056.npz,v2,2027
ddpm_v5,0057,ddpm_v5_0057.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0057.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0057.npz,v2,2027
ddpm_v5,0058,ddpm_v5_0058.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0058.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0058.npz,v2,2027
ddpm_v5,0059,ddpm_v5_0059.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0059.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0059.npz,v2,2027
ddpm_v5,0060,ddpm_v5_0060.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0060.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0060.npz,v2,2027
ddpm_v5,0061,ddpm_v5_0061.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0061.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0061.npz,v2,2027
ddpm_v5,0062,ddpm_v5_0062.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0062.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0062.npz,v2,2027
ddpm_v5,0063,ddpm_v5_0063.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0063.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0063.npz,v2,2027
ddpm_v5,0064,ddpm_v5_0064.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0064.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0064.npz,v2,2027
ddpm_v5,0065,ddpm_v5_0065.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0065.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0065.npz,v2,2027
ddpm_v5,0066,ddpm_v5_0066.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0066.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0066.npz,v2,2027
ddpm_v5,0067,ddpm_v5_0067.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0067.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0067.npz,v2,2027
ddpm_v5,0068,ddpm_v5_0068.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0068.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0068.npz,v2,2027
ddpm_v5,0069,ddpm_v5_0069.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0069.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0069.npz,v2,2027
ddpm_v5,0070,ddpm_v5_0070.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0070.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0070.npz,v2,2027
ddpm_v5,0071,ddpm_v5_0071.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0071.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0071.npz,v2,2027
ddpm_v5,0072,ddpm_v5_0072.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0072.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0072.npz,v2,2027
ddpm_v5,0073,ddpm_v5_0073.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0073.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0073.npz,v2,2027
ddpm_v5,0074,ddpm_v5_0074.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0074.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0074.npz,v2,2027
ddpm_v5,0075,ddpm_v5_0075.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0075.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0075.npz,v2,2027
ddpm_v5,0076,ddpm_v5_0076.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0076.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0076.npz,v2,2027
ddpm_v5,0077,ddpm_v5_0077.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0077.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0077.npz,v2,2027
ddpm_v5,0078,ddpm_v5_0078.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0078.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0078.npz,v2,2027
ddpm_v5,0079,ddpm_v5_0079.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0079.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0079.npz,v2,2027
ddpm_v5,0080,ddpm_v5_0080.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0080.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0080.npz,v2,2027
ddpm_v5,0081,ddpm_v5_0081.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0081.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0081.npz,v2,2027
ddpm_v5,0082,ddpm_v5_0082.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0082.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0082.npz,v2,2027
ddpm_v5,0083,ddpm_v5_0083.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0083.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0083.npz,v2,2027
ddpm_v5,0084,ddpm_v5_0084.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0084.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0084.npz,v2,2027
ddpm_v5,0085,ddpm_v5_0085.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0085.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0085.npz,v2,2027
ddpm_v5,0086,ddpm_v5_0086.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0086.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0086.npz,v2,2027
ddpm_v5,0087,ddpm_v5_0087.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0087.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0087.npz,v2,2027
ddpm_v5,0088,ddpm_v5_0088.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0088.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0088.npz,v2,2027
ddpm_v5,0089,ddpm_v5_0089.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0089.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0089.npz,v2,2027
ddpm_v5,0090,ddpm_v5_0090.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0090.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0090.npz,v2,2027
ddpm_v5,0091,ddpm_v5_0091.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0091.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0091.npz,v2,2027
ddpm_v5,0092,ddpm_v5_0092.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0092.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0092.npz,v2,2027
ddpm_v5,0093,ddpm_v5_0093.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0093.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0093.npz,v2,2027
ddpm_v5,0094,ddpm_v5_0094.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0094.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0094.npz,v2,2027
ddpm_v5,0095,ddpm_v5_0095.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0095.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0095.npz,v2,2027
ddpm_v5,0096,ddpm_v5_0096.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0096.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0096.npz,v2,2027
ddpm_v5,0097,ddpm_v5_0097.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0097.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0097.npz,v2,2027
ddpm_v5,0098,ddpm_v5_0098.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0098.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0098.npz,v2,2027
ddpm_v5,0099,ddpm_v5_0099.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0099.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0099.npz,v2,2027
ddpm_v5,0100,ddpm_v5_0100.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0100.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0100.npz,v2,2027
ddpm_v5,0101,ddpm_v5_0101.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0101.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0101.npz,v2,2027
ddpm_v5,0102,ddpm_v5_0102.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0102.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0102.npz,v2,2027
ddpm_v5,0103,ddpm_v5_0103.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0103.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0103.npz,v2,2027
ddpm_v5,0104,ddpm_v5_0104.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0104.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0104.npz,v2,2027
ddpm_v5,0105,ddpm_v5_0105.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0105.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0105.npz,v2,2027
ddpm_v5,0106,ddpm_v5_0106.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0106.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0106.npz,v2,2027
ddpm_v5,0107,ddpm_v5_0107.nii.gz,/users/tdd540/Capstone_Project/evaluation_200/ddpm_v5/ddpm_v5_0107.nii.gz,/users/tdd540/Capstone_Project/downstream_cache/synthetic_lowres/ddpm_v5/0107.npz,v2,2027
